current_date,Time,Temperature,Dew Point,Humidity,Wind speed,Wind Gust,Pressure,Precip
20230111,15:51,39,19,45%,7mph,0mph,30.22in,0in
20230111,16:51,38,19,47%,7mph,0mph,30.22in,0in
20230111,17:51,38,20,48%,10mph,0mph,30.22in,0in
20230111,18:51,39,19,45%,7mph,0mph,30.24in,0in
20230111,19:51,38,22,53%,10mph,0mph,30.24in,0in
20230111,20:51,39,23,53%,10mph,0mph,30.24in,0in
20230111,21:51,37,24,59%,6mph,0mph,30.24in,0in
20230111,22:51,37,25,62%,10mph,0mph,30.24in,0in
20230111,23:51,36,24,62%,8mph,0mph,30.25in,0in
20230111,00:51,36,25,64%,8mph,0mph,30.23in,0in
20230112,01:51,37,25,62%,6mph,0mph,30.22in,0in
20230112,02:51,38,27,65%,8mph,0mph,30.21in,0in
20230112,03:51,38,27,65%,6mph,0mph,30.19in,0in
20230112,04:51,38,29,70%,8mph,0mph,30.17in,0in
20230112,05:51,39,30,70%,7mph,0mph,30.16in,0in
20230112,06:51,39,32,76%,8mph,0mph,30.17in,0.0in
20230112,07:51,39,33,79%,9mph,0mph,30.17in,0.02in
20230112,08:51,40,34,79%,10mph,0mph,30.16in,0.0in
20230112,09:51,41,35,79%,12mph,0mph,30.16in,0.02in
20230112,10:51,41,36,82%,10mph,0mph,30.16in,0.02in
20230112,11:51,42,37,82%,9mph,0mph,30.14in,0.0in
20230112,12:51,42,38,85%,10mph,0mph,30.09in,0in
20230112,13:51,43,39,86%,13mph,0mph,30.04in,0in
20230112,14:51,43,39,86%,14mph,0mph,30.01in,0in
20230112,15:51,44,40,85%,14mph,0mph,29.98in,0in
20230112,16:51,44,40,85%,14mph,0mph,29.95in,0in
20230112,17:51,54,47,77%,15mph,20mph,29.89in,0in
20230112,18:51,54,47,77%,13mph,21mph,29.86in,0in
20230112,19:51,54,49,83%,18mph,29mph,29.83in,0.16in
20230112,20:51,52,49,89%,14mph,17mph,29.8in,0.02in
20230112,21:51,53,49,86%,16mph,21mph,29.76in,0.05in
20230112,22:51,53,50,89%,12mph,0mph,29.72in,0.01in
20230112,23:51,54,50,86%,17mph,0mph,29.68in,0in
20230112,00:51,53,49,86%,15mph,23mph,29.65in,0in
20230113,01:51,53,49,86%,9mph,0mph,29.61in,0in
20230113,02:51,53,49,86%,15mph,0mph,29.57in,0.07in
20230113,03:51,54,50,86%,13mph,21mph,29.56in,0in
20230113,04:51,52,48,86%,15mph,0mph,29.52in,0in
20230113,05:51,51,48,89%,9mph,0mph,29.52in,0in
20230113,06:51,51,48,89%,9mph,0mph,29.53in,0in
20230113,07:51,50,47,89%,12mph,0mph,29.53in,0.02in
20230113,08:51,50,47,89%,10mph,0mph,29.52in,0.01in
20230113,09:51,50,46,86%,9mph,0mph,29.53in,0in
20230113,10:51,53,49,86%,8mph,0mph,29.52in,0in
20230113,11:51,55,49,80%,12mph,0mph,29.52in,0in
20230113,12:51,54,48,80%,8mph,0mph,29.52in,0.0in
20230113,13:51,54,44,69%,12mph,0mph,29.49in,0in
20230113,14:51,52,42,69%,20mph,24mph,29.52in,0in
20230113,15:51,47,34,61%,20mph,0mph,29.55in,0in
20230113,16:51,45,32,60%,16mph,25mph,29.58in,0in
20230113,17:51,43,30,60%,16mph,0mph,29.62in,0in
20230113,18:51,41,29,62%,17mph,25mph,29.64in,0in
20230113,19:51,41,29,62%,17mph,0mph,29.65in,0in
20230113,20:51,41,28,60%,12mph,0mph,29.67in,0in
20230113,21:51,40,27,60%,15mph,23mph,29.67in,0in
20230113,22:51,40,26,58%,13mph,0mph,29.68in,0in
20230113,23:51,39,26,60%,17mph,25mph,29.68in,0in
20230113,00:51,38,26,62%,17mph,24mph,29.67in,0in
20230114,01:51,37,25,62%,18mph,28mph,29.68in,0in
20230114,02:51,36,25,64%,17mph,24mph,29.69in,0in
20230114,03:51,36,24,62%,20mph,26mph,29.72in,0in
20230114,04:51,35,24,64%,21mph,26mph,29.72in,0in
20230114,05:51,34,24,67%,22mph,31mph,29.73in,0.0in
20230114,06:51,33,25,72%,13mph,26mph,29.74in,0.0in
20230114,07:51,33,23,66%,23mph,33mph,29.75in,0.0in
20230114,08:51,33,24,70%,18mph,0mph,29.76in,0.0in
20230114,09:51,33,24,70%,14mph,22mph,29.8in,0.0in
20230114,10:51,33,23,66%,18mph,26mph,29.82in,0.0in
20230114,11:51,33,22,64%,18mph,25mph,29.83in,0.0in
20230114,12:51,33,24,70%,16mph,26mph,29.8in,0.0in
20230114,13:51,34,22,61%,16mph,0mph,29.81in,0.0in
20230114,14:51,35,22,59%,18mph,0mph,29.8in,0in
20230114,15:51,35,21,57%,14mph,0mph,29.82in,0in
20230114,16:51,34,21,59%,18mph,0mph,29.83in,0in
20230114,17:51,33,21,61%,14mph,26mph,29.86in,0in
20230114,18:51,33,21,61%,16mph,29mph,29.87in,0.0in
20230114,19:51,33,21,61%,20mph,29mph,29.88in,0.0in
20230114,20:51,32,20,61%,24mph,40mph,29.86in,0in
20230114,21:51,32,20,61%,20mph,41mph,29.85in,0.0in
20230114,22:51,32,20,61%,22mph,35mph,29.9in,0.0in
20230114,23:51,32,20,61%,22mph,33mph,29.89in,0.0in
20230114,00:51,31,20,64%,25mph,31mph,29.88in,0.0in
20230115,01:51,31,20,64%,28mph,35mph,29.88in,0in
20230115,02:51,31,20,64%,25mph,38mph,29.89in,0in
20230115,03:51,31,20,64%,24mph,33mph,29.92in,0in
20230115,04:51,31,20,64%,23mph,36mph,29.92in,0in
20230115,05:51,31,20,64%,21mph,25mph,29.94in,0in
20230115,06:51,30,20,66%,22mph,31mph,29.96in,0in
20230115,07:51,31,20,64%,23mph,33mph,29.99in,0in
20230115,08:51,31,20,64%,22mph,31mph,30.0in,0in
20230115,09:51,31,20,64%,21mph,30mph,30.02in,0in
20230115,10:51,32,20,61%,20mph,29mph,30.01in,0in
20230115,11:51,34,20,56%,22mph,32mph,30.0in,0in
20230115,12:51,36,20,52%,18mph,26mph,29.99in,0in
20230115,13:51,38,19,47%,22mph,29mph,29.98in,0in
20230115,14:51,38,17,43%,25mph,35mph,29.97in,0in
20230115,15:51,40,16,38%,20mph,31mph,29.95in,0in
20230115,16:51,39,15,38%,17mph,32mph,29.96in,0in
20230115,17:51,38,15,39%,16mph,25mph,29.98in,0in
20230115,18:51,37,15,41%,20mph,30mph,29.99in,0in
20230115,19:51,36,16,44%,23mph,31mph,29.99in,0in
20230115,20:51,36,13,39%,23mph,43mph,29.98in,0in
20230115,21:51,35,13,40%,23mph,33mph,29.97in,0in
20230115,22:51,34,13,42%,21mph,33mph,29.97in,0in
20230115,23:51,33,14,46%,20mph,29mph,29.97in,0in
20230115,00:51,32,14,48%,21mph,28mph,29.97in,0in
20230116,01:51,31,14,50%,18mph,29mph,29.96in,0in
20230116,02:51,30,13,49%,22mph,30mph,29.96in,0in
20230116,03:51,30,12,47%,18mph,28mph,29.96in,0in
20230116,04:51,31,13,47%,17mph,0mph,29.95in,0in
20230116,05:51,31,12,46%,15mph,0mph,29.95in,0in
20230116,06:51,31,10,42%,17mph,29mph,29.94in,0in
20230116,07:51,32,10,40%,18mph,28mph,29.94in,0in
20230116,08:51,32,11,42%,16mph,0mph,29.94in,0in
20230116,09:51,31,13,47%,13mph,0mph,29.93in,0in
20230116,10:51,32,13,45%,10mph,0mph,29.92in,0in
20230116,11:51,35,13,40%,10mph,0mph,29.9in,0in
20230116,12:51,38,10,32%,8mph,0mph,29.85in,0in
20230116,13:51,41,12,31%,12mph,0mph,29.81in,0in
20230116,14:51,45,11,25%,12mph,0mph,29.78in,0in
20230116,15:51,46,9,22%,9mph,0mph,29.77in,0in
20230116,16:51,47,12,24%,14mph,0mph,29.77in,0in
20230116,17:51,46,13,26%,13mph,0mph,29.76in,0in
20230116,18:51,44,15,31%,16mph,0mph,29.76in,0in
20230116,19:51,44,13,28%,15mph,0mph,29.77in,0in
20230116,20:51,43,12,28%,15mph,0mph,29.78in,0in
20230116,21:51,41,12,31%,10mph,0mph,29.77in,0in
20230116,22:51,40,13,33%,14mph,0mph,29.78in,0in
20230116,23:51,39,14,36%,13mph,0mph,29.77in,0in
20230116,00:51,38,15,39%,10mph,0mph,29.76in,0in
20230117,01:51,38,15,39%,10mph,0mph,29.76in,0in
20230117,02:51,37,15,41%,13mph,0mph,29.76in,0in
20230117,03:51,37,14,39%,12mph,0mph,29.75in,0in
20230117,04:51,36,13,39%,9mph,0mph,29.74in,0in
20230117,05:51,37,12,36%,8mph,0mph,29.74in,0in
20230117,06:51,37,12,36%,5mph,0mph,29.74in,0in
20230117,07:51,37,12,36%,5mph,0mph,29.74in,0in
20230117,08:51,37,12,36%,0mph,0mph,29.74in,0in
20230117,09:51,40,13,33%,0mph,0mph,29.75in,0in
20230117,10:51,42,15,34%,5mph,0mph,29.72in,0in
20230117,11:51,43,10,26%,0mph,0mph,29.71in,0in
20230117,12:51,45,11,25%,0mph,0mph,29.68in,0in
20230117,13:51,45,14,29%,3mph,0mph,29.65in,0in
20230117,14:51,46,8,21%,8mph,0mph,29.63in,0in
20230117,15:51,47,11,23%,5mph,0mph,29.62in,0in
20230117,16:51,47,14,27%,7mph,0mph,29.63in,0.0in
20230117,17:51,46,14,28%,8mph,0mph,29.62in,0.0in
20230117,18:51,46,20,35%,6mph,0mph,29.63in,0in
20230117,19:51,46,17,31%,10mph,0mph,29.63in,0in
20230117,20:51,46,20,35%,7mph,0mph,29.64in,0in
20230117,21:51,46,21,37%,5mph,0mph,29.62in,0in
20230117,22:51,46,24,42%,7mph,0mph,29.63in,0in
20230117,23:51,46,24,42%,8mph,0mph,29.63in,0in
20230117,00:51,45,25,46%,6mph,0mph,29.62in,0in
20230118,01:51,44,26,49%,6mph,0mph,29.61in,0in
20230118,02:51,45,30,56%,9mph,0mph,29.62in,0.0in
20230118,03:51,43,35,74%,9mph,0mph,29.61in,0.04in
20230118,04:51,45,36,71%,9mph,0mph,29.62in,0in
20230118,05:51,46,36,68%,5mph,0mph,29.63in,0in
20230118,06:51,45,36,71%,8mph,0mph,29.65in,0in
20230118,07:51,49,38,66%,14mph,0mph,29.68in,0in
20230118,08:51,48,38,68%,12mph,0mph,29.71in,0in
20230118,09:51,49,38,66%,13mph,0mph,29.74in,0in
20230118,10:51,48,38,68%,9mph,0mph,29.76in,0in
20230118,11:51,49,36,61%,17mph,24mph,29.77in,0in
20230118,12:51,50,34,54%,30mph,37mph,29.76in,0in
20230118,13:51,50,33,52%,18mph,25mph,29.75in,0in
20230118,14:51,51,32,48%,25mph,36mph,29.75in,0in
20230118,15:51,51,32,48%,20mph,25mph,29.78in,0in
20230118,16:51,51,32,48%,18mph,0mph,29.82in,0in
20230118,17:51,50,32,50%,16mph,0mph,29.85in,0in
20230118,18:51,49,32,52%,18mph,0mph,29.88in,0in
20230118,19:51,49,32,52%,13mph,0mph,29.91in,0in
20230118,20:51,48,32,54%,20mph,29mph,29.93in,0in
20230118,21:51,47,32,56%,15mph,0mph,29.94in,0in
20230118,22:51,46,32,58%,9mph,0mph,29.97in,0in
20230118,23:51,46,31,56%,10mph,0mph,29.97in,0in
20230118,00:51,45,31,58%,10mph,0mph,29.97in,0in
20230119,01:51,44,31,60%,8mph,0mph,29.98in,0in
20230119,02:51,44,31,60%,7mph,0mph,29.98in,0in
20230119,03:51,44,31,60%,12mph,21mph,30.01in,0in
20230119,04:51,43,31,62%,7mph,0mph,29.99in,0in
20230119,05:51,42,31,65%,9mph,0mph,29.99in,0in
20230119,06:51,43,31,62%,8mph,0mph,30.01in,0in
20230119,07:51,43,31,62%,6mph,0mph,30.03in,0in
20230119,08:51,43,32,65%,3mph,0mph,30.02in,0in
20230119,09:51,44,32,63%,6mph,0mph,30.02in,0.0in
20230119,10:51,42,33,70%,8mph,0mph,30.0in,0.03in
20230119,11:51,41,34,76%,7mph,0mph,29.99in,0.07in
20230119,12:51,41,36,82%,6mph,0mph,29.96in,0.05in
20230119,13:51,41,36,82%,9mph,0mph,29.9in,0.05in
20230119,14:51,41,36,82%,8mph,20mph,29.86in,0.04in
20230119,15:51,41,37,86%,8mph,0mph,29.86in,0.01in
20230119,16:51,41,37,86%,13mph,0mph,29.85in,0.19in
20230119,17:51,40,37,89%,12mph,0mph,29.79in,0.04in
20230119,18:51,41,37,86%,8mph,0mph,29.74in,0.03in
20230119,19:51,40,37,89%,13mph,0mph,29.7in,0.02in
20230119,20:51,40,37,89%,12mph,0mph,29.64in,0.06in
20230119,21:51,40,37,89%,13mph,0mph,29.59in,0.1in
20230119,22:51,42,39,89%,12mph,0mph,29.61in,0.31in
20230119,23:51,42,38,85%,8mph,0mph,29.54in,0.05in
20230119,00:51,43,39,86%,7mph,0mph,29.55in,0in
20230120,02:51,43,38,82%,9mph,0mph,29.6in,0in
20230120,03:51,42,38,85%,3mph,0mph,29.59in,0.01in
20230120,04:51,41,38,89%,0mph,0mph,29.57in,0in
20230120,05:51,41,37,86%,6mph,0mph,29.59in,0in
20230120,06:51,41,37,86%,5mph,0mph,29.59in,0in
20230120,07:51,41,37,86%,8mph,0mph,29.6in,0in
20230120,08:51,42,36,79%,9mph,0mph,29.6in,0in
20230120,09:51,45,35,68%,13mph,0mph,29.61in,0in
20230120,10:51,47,33,59%,13mph,21mph,29.62in,0in
20230120,11:51,48,33,56%,21mph,25mph,29.62in,0in
20230120,12:51,48,31,52%,18mph,28mph,29.62in,0in
20230120,13:51,48,31,52%,24mph,33mph,29.62in,0in
20230120,14:51,46,33,61%,13mph,26mph,29.65in,0.0in
20230120,15:51,47,32,56%,17mph,0mph,29.67in,0.0in
20230120,16:51,48,30,50%,20mph,0mph,29.7in,0in
20230120,17:51,47,30,52%,23mph,28mph,29.74in,0in
20230120,18:51,46,31,56%,17mph,23mph,29.77in,0in
20230120,19:51,46,30,54%,18mph,29mph,29.8in,0in
20230120,20:51,45,29,53%,14mph,0mph,29.82in,0in
20230120,21:51,45,29,53%,12mph,0mph,29.84in,0in
20230120,22:51,44,29,55%,10mph,0mph,29.86in,0in
20230120,23:51,44,29,55%,8mph,0mph,29.88in,0in
20230120,00:51,42,29,60%,13mph,20mph,29.89in,0.0in
20230121,01:51,41,29,62%,9mph,0mph,29.9in,0.0in
20230121,02:51,40,28,63%,10mph,0mph,29.92in,0in
20230121,03:51,40,26,58%,18mph,0mph,29.93in,0in
20230121,04:51,39,25,57%,21mph,25mph,29.96in,0in
20230121,05:51,38,24,57%,13mph,0mph,29.98in,0in
20230121,06:51,38,24,57%,13mph,0mph,30.0in,0in
20230121,07:51,38,24,57%,14mph,0mph,30.04in,0in
20230121,08:51,38,25,60%,16mph,0mph,30.07in,0in
20230121,09:51,38,24,57%,14mph,22mph,30.09in,0in
20230121,10:51,39,24,55%,17mph,0mph,30.12in,0in
20230121,11:51,40,24,53%,10mph,0mph,30.13in,0in
20230121,12:51,40,23,51%,13mph,0mph,30.13in,0in
20230121,13:51,40,23,51%,10mph,0mph,30.12in,0in
20230121,14:51,40,24,53%,13mph,0mph,30.11in,0in
20230121,15:51,40,23,51%,8mph,0mph,30.13in,0in
20230121,16:51,39,24,55%,12mph,0mph,30.15in,0in
20230121,17:51,39,23,53%,9mph,0mph,30.17in,0in
20230121,18:51,39,22,50%,9mph,0mph,30.18in,0in
20230121,19:51,38,23,55%,8mph,0mph,30.19in,0in
20230121,20:51,38,23,55%,9mph,0mph,30.2in,0in
20230121,21:51,38,22,53%,7mph,0mph,30.2in,0in
20230121,22:51,38,23,55%,6mph,0mph,30.2in,0in
20230121,23:51,37,22,54%,0mph,0mph,30.2in,0in
20230121,00:51,37,22,54%,3mph,0mph,30.19in,0in
20230122,01:51,37,23,57%,5mph,0mph,30.19in,0in
20230122,02:51,37,22,54%,6mph,0mph,30.2in,0in
20230122,03:51,37,22,54%,6mph,0mph,30.2in,0in
20230122,04:51,37,22,54%,8mph,0mph,30.2in,0in
20230122,05:51,37,21,52%,7mph,0mph,30.18in,0in
20230122,06:51,37,21,52%,9mph,0mph,30.18in,0in
20230122,07:51,37,22,54%,5mph,0mph,30.18in,0in
20230122,08:51,38,22,53%,7mph,0mph,30.17in,0in
20230122,09:51,38,22,53%,8mph,0mph,30.2in,0in
20230122,10:51,39,22,50%,8mph,0mph,30.15in,0in
20230122,11:51,41,23,49%,6mph,0mph,30.13in,0in
20230122,12:51,41,24,51%,13mph,0mph,30.1in,0in
20230122,13:51,41,24,51%,8mph,0mph,30.08in,0in
20230122,14:51,41,25,53%,8mph,0mph,30.04in,0in
20230122,15:51,41,26,55%,7mph,0mph,30.03in,0in
20230122,16:51,41,28,60%,8mph,0mph,30.01in,0in
20230122,17:51,41,29,62%,9mph,0mph,29.98in,0.0in
20230122,18:51,40,31,70%,8mph,0mph,29.93in,0.01in
20230122,19:51,39,32,76%,6mph,0mph,29.93in,0.03in
20230122,20:51,38,33,83%,8mph,0mph,29.91in,0.1in
20230122,21:51,39,34,82%,13mph,0mph,29.86in,0.1in
20230122,22:51,39,35,86%,13mph,0mph,29.8in,0.04in
20230122,23:51,38,34,86%,8mph,0mph,29.76in,0.11in
20230122,00:51,38,34,86%,12mph,0mph,29.69in,0.12in
20230123,01:51,38,35,89%,9mph,0mph,29.64in,0.13in
20230123,02:51,38,35,89%,10mph,0mph,29.59in,0.06in
20230123,03:51,38,35,89%,10mph,0mph,29.53in,0.02in
20230123,04:51,38,35,89%,8mph,0mph,29.51in,0.01in
20230123,05:51,39,35,86%,13mph,21mph,29.53in,0.0in
20230123,06:51,38,35,89%,10mph,0mph,29.51in,0.01in
20230123,07:51,38,34,86%,8mph,0mph,29.48in,0.02in
20230123,08:51,38,34,86%,14mph,0mph,29.5in,0.0in
20230123,09:51,39,34,82%,10mph,0mph,29.51in,0.0in
20230123,10:51,39,34,82%,9mph,0mph,29.53in,0.0in
20230123,11:51,38,34,86%,15mph,0mph,29.53in,0.03in
20230123,12:51,38,33,83%,12mph,0mph,29.52in,0.03in
20230123,13:51,39,34,82%,15mph,0mph,29.52in,0.0in
20230123,14:51,37,32,82%,20mph,0mph,29.54in,0.02in
20230123,15:51,37,32,82%,14mph,0mph,29.59in,0.02in
20230123,16:51,38,32,79%,18mph,25mph,29.64in,0.05in
20230123,17:51,39,31,73%,20mph,30mph,29.67in,0.0in
20230123,18:51,39,28,65%,28mph,35mph,29.72in,0in
20230123,19:51,37,26,65%,23mph,36mph,29.78in,0in
20230123,20:51,37,25,62%,23mph,31mph,29.81in,0in
20230123,21:51,37,25,62%,25mph,36mph,29.85in,0in
20230123,22:51,36,24,62%,22mph,33mph,29.89in,0in
20230123,23:51,36,24,62%,21mph,35mph,29.93in,0in
20230123,00:51,36,23,59%,16mph,29mph,29.95in,0in
20230124,01:51,36,22,57%,17mph,24mph,29.95in,0in
20230124,02:51,36,22,57%,12mph,0mph,29.97in,0in
20230124,03:51,37,21,52%,10mph,0mph,29.99in,0in
20230124,04:51,37,22,54%,13mph,0mph,30.0in,0in
20230124,05:51,37,22,54%,9mph,0mph,30.01in,0in
20230124,06:51,37,22,54%,13mph,22mph,30.03in,0in
20230124,07:51,37,22,54%,15mph,0mph,30.05in,0in
20230124,08:51,37,21,52%,16mph,24mph,30.05in,0in
20230124,09:51,37,21,52%,15mph,21mph,30.09in,0in
20230124,10:51,39,21,49%,16mph,25mph,30.09in,0in
20230124,11:51,42,22,45%,8mph,20mph,30.09in,0in
20230124,12:51,44,22,42%,15mph,25mph,30.08in,0in
20230124,13:51,45,23,42%,20mph,26mph,30.07in,0in
20230124,14:51,46,24,42%,15mph,22mph,30.08in,0in
20230124,15:51,45,24,44%,22mph,31mph,30.11in,0in
20230124,16:51,43,24,47%,23mph,30mph,30.14in,0in
20230124,17:51,41,22,47%,17mph,30mph,30.16in,0in
20230124,18:51,41,23,49%,15mph,26mph,30.18in,0in
20230124,19:51,41,22,47%,13mph,20mph,30.21in,0in
20230124,20:51,41,23,49%,13mph,22mph,30.23in,0in
20230124,21:51,40,22,49%,13mph,0mph,30.25in,0in
20230124,22:51,40,23,51%,13mph,22mph,30.27in,0in
20230124,23:51,39,22,50%,12mph,0mph,30.27in,0in
20230124,00:51,39,21,49%,8mph,0mph,30.26in,0in
20230125,01:51,39,20,46%,9mph,0mph,30.26in,0in
20230125,02:51,38,20,48%,12mph,0mph,30.26in,0in
20230125,03:51,38,22,53%,7mph,0mph,30.27in,0in
20230125,04:51,37,21,52%,6mph,0mph,30.26in,0in
20230125,05:51,37,21,52%,5mph,0mph,30.3in,0in
20230125,06:51,37,21,52%,5mph,0mph,30.31in,0in
20230125,07:51,37,21,52%,6mph,0mph,30.29in,0in
20230125,08:51,37,22,54%,5mph,0mph,30.28in,0in
20230125,09:51,37,24,59%,5mph,0mph,30.29in,0in
20230125,10:51,38,23,55%,9mph,0mph,30.27in,0in
20230125,11:51,40,22,49%,9mph,0mph,30.26in,0in
20230125,12:51,41,25,53%,7mph,0mph,30.24in,0in
20230125,13:51,41,26,55%,9mph,0mph,30.2in,0in
20230125,14:51,37,29,73%,12mph,0mph,30.14in,0.03in
20230125,15:51,36,31,82%,16mph,0mph,30.08in,0.09in
20230125,16:51,38,33,83%,14mph,0mph,30.03in,0.01in
20230125,17:51,40,35,83%,18mph,25mph,29.94in,0.04in
20230125,18:51,44,39,82%,15mph,20mph,29.9in,0.0in
20230125,19:51,45,40,82%,20mph,28mph,29.84in,0.05in
20230125,20:51,47,43,86%,23mph,33mph,29.74in,0.25in
20230125,21:51,50,46,86%,16mph,30mph,29.66in,0.21in
20230125,22:51,53,49,86%,29mph,37mph,29.59in,0.26in
20230125,23:51,53,49,86%,25mph,45mph,29.5in,0.15in
20230125,00:51,54,50,86%,17mph,33mph,29.48in,0.04in
20230126,01:51,54,51,90%,15mph,0mph,29.43in,0.07in
20230126,02:51,54,51,90%,7mph,0mph,29.4in,0.03in
20230126,03:51,54,51,90%,8mph,20mph,29.39in,0.23in
20230126,04:51,53,47,80%,13mph,0mph,29.41in,0.01in
20230126,05:51,51,44,77%,13mph,0mph,29.4in,0in
20230126,06:51,49,41,74%,17mph,25mph,29.42in,0in
20230126,07:51,47,36,66%,21mph,30mph,29.46in,0in
20230126,08:51,45,32,60%,22mph,30mph,29.5in,0in
20230126,09:51,45,30,56%,12mph,24mph,29.53in,0in
20230126,10:51,44,29,55%,21mph,33mph,29.56in,0in
20230126,11:51,44,28,53%,22mph,32mph,29.58in,0in
20230126,12:51,44,27,51%,20mph,35mph,29.59in,0in
20230126,13:51,44,24,45%,23mph,37mph,29.59in,0in
20230126,14:51,45,23,42%,21mph,31mph,29.61in,0in
20230126,15:51,44,24,45%,26mph,33mph,29.63in,0in
20230126,16:51,44,24,45%,21mph,33mph,29.67in,0in
20230126,17:51,44,23,43%,17mph,32mph,29.71in,0in
20230126,18:51,44,23,43%,20mph,31mph,29.75in,0in
20230126,19:51,43,22,43%,18mph,24mph,29.78in,0in
20230126,20:51,43,23,45%,20mph,31mph,29.8in,0in
20230126,21:51,42,23,47%,16mph,24mph,29.83in,0in
20230126,22:51,41,24,51%,15mph,22mph,29.85in,0in
20230126,23:51,41,24,51%,16mph,24mph,29.86in,0in
20230126,00:51,41,24,51%,14mph,0mph,29.88in,0in
20230127,01:51,41,24,51%,15mph,23mph,29.9in,0in
20230127,02:51,40,24,53%,14mph,21mph,29.93in,0in
20230127,03:51,39,24,55%,16mph,0mph,29.95in,0in
20230127,04:51,38,24,57%,12mph,22mph,29.96in,0in
20230127,05:51,38,24,57%,12mph,0mph,29.97in,0in
20230127,06:51,37,24,59%,8mph,0mph,30.0in,0in
20230127,07:51,38,25,60%,9mph,0mph,30.03in,0in
20230127,08:51,38,25,60%,8mph,0mph,30.06in,0in
20230127,09:51,39,25,57%,8mph,0mph,30.08in,0in
20230127,10:51,41,21,45%,5mph,0mph,30.1in,0in
20230127,11:51,41,22,47%,8mph,16mph,30.1in,0in
20230127,12:51,43,23,45%,8mph,0mph,30.07in,0in
20230127,13:51,43,23,45%,6mph,0mph,30.05in,0in
20230127,14:51,42,21,43%,12mph,0mph,30.05in,0in
20230127,15:51,42,17,37%,10mph,0mph,30.06in,0in
20230127,16:51,42,18,38%,12mph,0mph,30.08in,0in
20230127,17:51,41,18,40%,8mph,0mph,30.1in,0in
20230127,18:51,40,18,41%,9mph,0mph,30.12in,0in
20230127,19:51,39,19,45%,5mph,0mph,30.13in,0in
20230127,20:51,39,19,45%,8mph,0mph,30.14in,0in
20230127,21:51,39,19,45%,8mph,0mph,30.18in,0in
20230127,22:51,38,19,47%,7mph,0mph,30.18in,0in
20230127,23:51,38,17,43%,8mph,0mph,30.16in,0in
20230127,00:51,37,16,42%,8mph,0mph,30.15in,0in
20230128,01:51,37,19,48%,8mph,0mph,30.15in,0in
20230128,02:51,37,18,46%,10mph,0mph,30.16in,0in
20230128,03:51,37,19,48%,8mph,0mph,30.16in,0in
20230128,04:51,38,19,47%,13mph,22mph,30.16in,0in
20230128,05:51,39,20,46%,13mph,0mph,30.16in,0in
20230128,06:51,38,20,48%,10mph,0mph,30.16in,0in
20230128,07:51,39,21,49%,12mph,20mph,30.16in,0in
20230128,08:51,39,22,50%,12mph,0mph,30.18in,0in
20230128,09:51,40,23,51%,12mph,0mph,30.2in,0in
20230128,10:51,43,23,45%,13mph,20mph,30.23in,0in
20230128,11:51,46,24,42%,12mph,18mph,30.23in,0in
20230128,12:51,50,24,36%,14mph,24mph,30.21in,0in
20230128,13:51,51,21,31%,20mph,0mph,30.2in,0in
20230128,14:51,52,22,31%,15mph,0mph,30.19in,0in
20230128,15:51,52,22,31%,10mph,20mph,30.2in,0in
20230128,16:51,52,20,28%,15mph,0mph,30.22in,0in
20230128,17:51,51,21,31%,8mph,0mph,30.23in,0in
20230128,18:51,50,22,33%,7mph,0mph,30.25in,0in
20230128,19:51,50,24,36%,7mph,0mph,30.28in,0in
20230128,20:51,50,25,38%,10mph,0mph,30.28in,0in
20230128,21:51,49,26,41%,9mph,0mph,30.29in,0in
20230128,22:51,49,26,41%,8mph,0mph,30.3in,0in
20230128,23:51,48,26,42%,8mph,0mph,30.3in,0in
20230128,00:51,48,26,42%,7mph,0mph,30.29in,0in
20230129,01:51,47,26,44%,8mph,0mph,30.28in,0in
20230129,02:51,46,26,46%,7mph,0mph,30.29in,0in
20230129,03:51,42,28,58%,5mph,0mph,30.29in,0in
20230129,04:51,42,29,60%,6mph,0mph,30.29in,0in
20230129,05:51,42,29,60%,5mph,0mph,30.28in,0in
20230129,06:51,42,31,65%,5mph,0mph,30.27in,0in
20230129,07:51,42,32,67%,6mph,0mph,30.26in,0in
20230129,08:51,43,38,82%,8mph,0mph,30.26in,0in
20230129,09:51,45,39,80%,9mph,0mph,30.26in,0in
20230129,10:51,46,36,68%,9mph,0mph,30.24in,0in
20230129,11:51,49,33,54%,9mph,0mph,30.21in,0in
20230129,12:51,51,29,43%,9mph,0mph,30.16in,0in
20230129,13:51,50,33,52%,12mph,0mph,30.12in,0in
20230129,14:51,49,36,61%,9mph,0mph,30.1in,0in
20230129,15:51,51,33,50%,10mph,0mph,30.08in,0in
20230129,16:51,50,34,54%,8mph,0mph,30.09in,0in
20230129,17:51,52,28,40%,15mph,22mph,30.08in,0in
20230129,18:51,51,30,44%,14mph,0mph,30.09in,0in
20230129,19:51,50,32,50%,14mph,0mph,30.1in,0in
20230129,20:51,50,32,50%,7mph,0mph,30.08in,0in
20230129,21:51,49,32,52%,12mph,0mph,30.12in,0in
20230129,22:51,48,32,54%,7mph,0mph,30.13in,0in
20230129,23:51,47,32,56%,7mph,0mph,30.11in,0in
20230129,00:51,47,33,59%,6mph,0mph,30.13in,0in
20230130,01:51,47,33,59%,14mph,20mph,30.13in,0in
20230130,02:51,45,32,60%,6mph,0mph,30.13in,0in
20230130,03:51,46,33,61%,8mph,0mph,30.13in,0in
