current_date,Time,Temperature,Dew Point,Humidity,Wind,Wind speed,Wind Gust,Pressure,Precip,Condition
20220927,4:51 AM,64°„F,45°„F,50%,WSW,3mph,Nonemph,29.77in,0in,Cloudy
20220927,5:51 AM,63°„F,45°„F,52%,SW,7mph,Nonemph,29.78in,0in,Cloudy
20220927,6:51 AM,64°„F,41°„F,43%,W,8mph,Nonemph,29.79in,0in,Mostly Cloudy
20220927,7:51 AM,63°„F,41°„F,45%,W,12mph,Nonemph,29.81in,0in,Mostly Cloudy
20220927,8:51 AM,64°„F,41°„F,43%,WSW,9mph,Nonemph,29.82in,0in,Mostly Cloudy
20220927,9:51 AM,65°„F,42°„F,43%,WSW,13mph,Nonemph,29.84in,0in,Partly Cloudy
20220927,10:51 AM,66°„F,43°„F,43%,SW,10mph,Nonemph,29.84in,0in,Partly Cloudy
20220927,11:51 AM,68°„F,43°„F,40%,SW,12mph,Nonemph,29.83in,0in,Partly Cloudy
20220927,12:51 PM,69°„F,43°„F,39%,WSW,13mph,18mph,29.83in,0in,Partly Cloudy
20220927,1:51 PM,70°„F,43°„F,38%,WSW,13mph,Nonemph,29.82in,0in,Partly Cloudy
20220927,2:51 PM,69°„F,44°„F,40%,W,15mph,25mph,29.82in,0in,Mostly Cloudy
20220927,3:51 PM,69°„F,43°„F,39%,WNW,12mph,Nonemph,29.83in,0in,Partly Cloudy
20220927,4:51 PM,69°„F,43°„F,39%,W,8mph,Nonemph,29.84in,0in,Partly Cloudy
20220927,5:51 PM,68°„F,44°„F,42%,WNW,15mph,Nonemph,29.86in,0in,Partly Cloudy
20220927,6:51 PM,67°„F,45°„F,45%,NW,10mph,Nonemph,29.88in,0in,Partly Cloudy
20220927,7:51 PM,66°„F,45°„F,47%,WNW,8mph,Nonemph,29.89in,0in,Fair
20220927,8:51 PM,65°„F,43°„F,45%,W,8mph,Nonemph,29.91in,0in,Fair
20220927,9:51 PM,65°„F,43°„F,45%,WSW,9mph,Nonemph,29.92in,0in,Fair
20220927,10:51 PM,65°„F,41°„F,42%,WSW,8mph,Nonemph,29.93in,0in,Fair
20220927,11:51 PM,63°„F,42°„F,46%,W,12mph,Nonemph,29.95in,0in,Fair
20220928,12:51 AM,62°„F,42°„F,48%,WSW,9mph,Nonemph,29.96in,0in,Fair
20220928,1:51 AM,61°„F,42°„F,50%,W,10mph,Nonemph,29.97in,0in,Fair
20220928,2:51 AM,59°„F,43°„F,55%,W,9mph,Nonemph,29.98in,0in,Fair
20220928,3:51 AM,58°„F,44°„F,60%,WNW,14mph,20mph,29.98in,0in,Fair
20220928,4:51 AM,57°„F,44°„F,62%,W,12mph,22mph,29.99in,0in,Fair
20220928,5:51 AM,56°„F,44°„F,64%,W,8mph,Nonemph,30.0in,0in,Fair
20220928,6:51 AM,55°„F,44°„F,67%,WNW,8mph,Nonemph,30.02in,0in,Fair
20220928,7:51 AM,56°„F,45°„F,67%,WNW,9mph,Nonemph,30.04in,0in,Fair
20220928,8:51 AM,57°„F,45°„F,64%,WNW,10mph,Nonemph,30.05in,0in,Fair
20220928,9:51 AM,59°„F,45°„F,60%,WNW,9mph,Nonemph,30.07in,0in,Fair
20220928,10:51 AM,62°„F,46°„F,56%,NW,9mph,Nonemph,30.08in,0in,Fair
20220928,11:51 AM,65°„F,46°„F,50%,WNW,9mph,Nonemph,30.08in,0in,Fair
20220928,12:51 PM,67°„F,45°„F,45%,NW,13mph,Nonemph,30.08in,0in,Fair
20220928,1:51 PM,68°„F,46°„F,45%,WNW,12mph,Nonemph,30.07in,0in,Partly Cloudy
20220928,2:51 PM,69°„F,47°„F,45%,NW,14mph,Nonemph,30.06in,0in,Partly Cloudy
20220928,3:51 PM,69°„F,46°„F,44%,NNW,14mph,Nonemph,30.07in,0in,Mostly Cloudy
20220928,4:51 PM,70°„F,46°„F,42%,WNW,6mph,Nonemph,30.09in,0in,Mostly Cloudy
20220928,5:51 PM,70°„F,46°„F,42%,NNW,8mph,Nonemph,30.1in,0in,Mostly Cloudy
20220928,6:51 PM,69°„F,48°„F,47%,NW,8mph,Nonemph,30.13in,0in,Mostly Cloudy
20220928,7:51 PM,69°„F,48°„F,47%,NW,9mph,Nonemph,30.15in,0in,Mostly Cloudy
20220928,8:51 PM,67°„F,49°„F,52%,NNW,10mph,Nonemph,30.17in,0in,Mostly Cloudy
20220928,9:51 PM,66°„F,49°„F,54%,N,9mph,Nonemph,30.19in,0in,Mostly Cloudy
20220928,10:51 PM,64°„F,48°„F,56%,N,8mph,Nonemph,30.2in,0.0in,Partly Cloudy
20220928,11:51 PM,63°„F,49°„F,60%,N,12mph,Nonemph,30.22in,0in,Partly Cloudy
20220929,12:51 AM,61°„F,48°„F,62%,N,13mph,22mph,30.23in,0in,Partly Cloudy
20220929,1:51 AM,60°„F,45°„F,57%,N,15mph,25mph,30.25in,0in,Fair
20220929,2:51 AM,58°„F,44°„F,60%,N,15mph,Nonemph,30.26in,0in,Fair
20220929,3:51 AM,57°„F,43°„F,59%,NNE,12mph,18mph,30.27in,0in,Fair
20220929,4:51 AM,57°„F,44°„F,62%,NNE,6mph,Nonemph,30.28in,0in,Fair
20220929,5:51 AM,56°„F,43°„F,62%,NNE,8mph,Nonemph,30.3in,0in,Fair
20220929,6:51 AM,56°„F,43°„F,62%,NNE,8mph,Nonemph,30.31in,0in,Partly Cloudy
20220929,7:51 AM,56°„F,43°„F,62%,NNE,8mph,Nonemph,30.32in,0in,Partly Cloudy
20220929,8:51 AM,58°„F,44°„F,60%,NNE,17mph,24mph,30.34in,0in,Partly Cloudy
20220929,9:51 AM,60°„F,44°„F,55%,NNE,15mph,24mph,30.35in,0in,Partly Cloudy
20220929,10:51 AM,62°„F,44°„F,52%,NNE,12mph,Nonemph,30.34in,0in,Partly Cloudy
20220929,11:51 AM,63°„F,44°„F,50%,N,10mph,Nonemph,30.33in,0in,Partly Cloudy
20220929,12:51 PM,64°„F,44°„F,48%,NNW,14mph,Nonemph,30.33in,0in,Partly Cloudy
20220929,1:51 PM,65°„F,43°„F,45%,N,12mph,18mph,30.31in,0in,Mostly Cloudy
20220929,2:51 PM,65°„F,43°„F,45%,E,13mph,Nonemph,30.31in,0in,Mostly Cloudy
20220929,3:51 PM,66°„F,43°„F,43%,ENE,12mph,Nonemph,30.3in,0in,Mostly Cloudy
20220929,4:51 PM,65°„F,42°„F,43%,NE,13mph,Nonemph,30.3in,0in,Mostly Cloudy
20220929,5:51 PM,64°„F,42°„F,45%,NE,14mph,Nonemph,30.31in,0in,Mostly Cloudy
20220929,6:51 PM,63°„F,41°„F,45%,NNE,9mph,Nonemph,30.31in,0in,Mostly Cloudy
20220929,7:51 PM,62°„F,43°„F,50%,NNE,12mph,Nonemph,30.31in,0in,Mostly Cloudy
20220929,8:51 PM,61°„F,41°„F,48%,N,9mph,Nonemph,30.31in,0in,Mostly Cloudy
20220929,9:51 PM,60°„F,40°„F,47%,NE,12mph,Nonemph,30.32in,0in,Mostly Cloudy
20220929,10:51 PM,60°„F,40°„F,47%,ENE,10mph,Nonemph,30.32in,0in,Mostly Cloudy
20220929,11:51 PM,59°„F,40°„F,49%,NNE,9mph,Nonemph,30.32in,0in,Mostly Cloudy
20220930,12:51 AM,58°„F,42°„F,56%,NNE,13mph,Nonemph,30.31in,0in,Mostly Cloudy
20220930,1:51 AM,57°„F,42°„F,57%,NNE,9mph,Nonemph,30.31in,0in,Mostly Cloudy
20220930,2:51 AM,56°„F,43°„F,62%,NNE,14mph,Nonemph,30.31in,0in,Mostly Cloudy
20220930,3:51 AM,55°„F,42°„F,62%,NNE,13mph,Nonemph,30.3in,0in,Mostly Cloudy
20220930,4:51 AM,54°„F,41°„F,62%,NNE,13mph,Nonemph,30.3in,0in,Mostly Cloudy
20220930,5:51 AM,54°„F,41°„F,62%,NNE,9mph,Nonemph,30.31in,0in,Mostly Cloudy
20220930,6:51 AM,53°„F,41°„F,64%,NNE,9mph,Nonemph,30.32in,0in,Mostly Cloudy
20220930,7:51 AM,53°„F,39°„F,59%,NE,13mph,Nonemph,30.32in,0in,Mostly Cloudy
20220930,8:51 AM,53°„F,40°„F,61%,NNE,10mph,Nonemph,30.33in,0in,Mostly Cloudy
20220930,9:51 AM,54°„F,41°„F,62%,NE,10mph,Nonemph,30.33in,0in,Cloudy
20220930,10:51 AM,56°„F,42°„F,60%,NE,9mph,Nonemph,30.32in,0in,Cloudy
20220930,11:51 AM,59°„F,43°„F,55%,NE,16mph,Nonemph,30.29in,0in,Cloudy
20220930,12:51 PM,60°„F,45°„F,57%,NE,14mph,Nonemph,30.27in,0in,Cloudy
20220930,1:51 PM,60°„F,48°„F,64%,NE,14mph,Nonemph,30.25in,0in,Cloudy
20220930,2:51 PM,62°„F,47°„F,58%,ENE,14mph,Nonemph,30.23in,0in,Cloudy
20220930,3:51 PM,62°„F,46°„F,56%,ENE,13mph,Nonemph,30.22in,0in,Cloudy
20220930,4:51 PM,63°„F,46°„F,54%,ENE,14mph,Nonemph,30.2in,0in,Cloudy
20220930,5:51 PM,62°„F,47°„F,58%,NE,15mph,Nonemph,30.18in,0in,Cloudy
20220930,6:51 PM,62°„F,48°„F,60%,E,13mph,Nonemph,30.17in,0in,Cloudy
20220930,7:51 PM,61°„F,46°„F,58%,E,13mph,Nonemph,30.17in,0in,Cloudy
20220930,8:51 PM,61°„F,46°„F,58%,E,13mph,Nonemph,30.17in,0in,Cloudy
20220930,9:51 PM,61°„F,47°„F,60%,E,10mph,Nonemph,30.16in,0in,Cloudy
20220930,10:51 PM,60°„F,47°„F,62%,ENE,16mph,Nonemph,30.12in,0in,Cloudy
20220930,11:51 PM,60°„F,49°„F,67%,NE,13mph,Nonemph,30.11in,0in,Cloudy
20221001,12:46 AM,61°„F,52°„F,72%,E,14mph,Nonemph,30.08in,0in,Cloudy
20221001,12:51 AM,61°„F,50°„F,67%,ENE,17mph,23mph,30.08in,0in,Cloudy
20221001,1:51 AM,59°„F,51°„F,75%,E,7mph,Nonemph,30.1in,0.0in,Light Rain
20221001,2:18 AM,59°„F,51°„F,75%,ENE,8mph,Nonemph,30.1in,0.0in,Light Rain
20221001,2:41 AM,58°„F,50°„F,75%,NNE,14mph,Nonemph,30.09in,0.0in,Light Rain
20221001,2:51 AM,58°„F,49°„F,72%,NE,16mph,Nonemph,30.07in,0.0in,Light Rain
20221001,3:45 AM,57°„F,50°„F,77%,NE,14mph,Nonemph,30.06in,0.0in,Cloudy
20221001,3:51 AM,58°„F,50°„F,75%,NNE,14mph,Nonemph,30.06in,0.0in,Cloudy
20221001,4:51 AM,57°„F,50°„F,77%,NNE,15mph,28mph,30.06in,0.04in,Rain
20221001,5:51 AM,56°„F,50°„F,80%,NE,16mph,Nonemph,30.06in,0.03in,Light Rain
20221001,6:51 AM,54°„F,49°„F,83%,NNE,17mph,Nonemph,30.06in,0.18in,Rain
20221001,7:51 AM,53°„F,48°„F,83%,NNE,17mph,Nonemph,30.06in,0.08in,Light Rain
20221001,8:51 AM,55°„F,50°„F,83%,NE,26mph,33mph,30.04in,0.02in,Light Rain / Windy
20221001,9:51 AM,57°„F,50°„F,77%,NE,26mph,35mph,30.02in,0.01in,Cloudy / Windy
20221001,10:51 AM,55°„F,49°„F,80%,N,10mph,Nonemph,30.05in,0in,Cloudy
20221001,11:11 AM,55°„F,49°„F,80%,NNE,12mph,Nonemph,30.03in,0.13in,Heavy Rain
20221001,11:51 AM,56°„F,52°„F,87%,NE,20mph,Nonemph,29.99in,0.26in,Light Rain
20221001,12:14 PM,58°„F,53°„F,84%,NE,17mph,Nonemph,29.99in,0.01in,Light Rain
20221001,12:51 PM,59°„F,54°„F,83%,NE,23mph,32mph,29.97in,0.01in,Light Rain / Windy
20221001,1:51 PM,60°„F,55°„F,83%,NE,21mph,28mph,29.95in,0.0in,Cloudy / Windy
20221001,2:26 PM,61°„F,56°„F,83%,ENE,26mph,33mph,29.95in,0in,Cloudy / Windy
20221001,2:51 PM,61°„F,56°„F,83%,ENE,23mph,29mph,29.95in,0in,Cloudy / Windy
20221001,3:51 PM,62°„F,56°„F,80%,ENE,22mph,Nonemph,29.94in,0in,Cloudy / Windy
20221001,4:51 PM,62°„F,56°„F,80%,NE,23mph,31mph,29.94in,0in,Cloudy / Windy
20221001,5:51 PM,60°„F,55°„F,83%,NNE,18mph,Nonemph,29.94in,0.0in,Light Rain
20221001,6:51 PM,60°„F,56°„F,86%,NNE,15mph,Nonemph,29.94in,0.02in,Light Rain
20221001,7:32 PM,59°„F,55°„F,87%,NNE,16mph,Nonemph,29.95in,0.01in,Light Rain
20221001,7:51 PM,60°„F,55°„F,83%,NNE,16mph,24mph,29.95in,0.01in,Light Rain
20221001,8:51 PM,60°„F,52°„F,75%,NNE,12mph,Nonemph,29.96in,0.0in,Cloudy
20221001,9:51 PM,61°„F,53°„F,75%,NE,24mph,30mph,29.96in,0.0in,Light Rain / Windy
20221001,10:51 PM,61°„F,53°„F,75%,NNE,13mph,24mph,29.95in,0.0in,Cloudy
20221001,11:51 PM,60°„F,50°„F,69%,NNE,12mph,Nonemph,29.94in,0in,Cloudy
20221002,12:51 AM,61°„F,47°„F,60%,NNE,14mph,Nonemph,29.94in,0in,Cloudy
20221002,1:51 AM,62°„F,49°„F,62%,NE,24mph,31mph,29.95in,0in,Cloudy / Windy
20221002,2:51 AM,62°„F,50°„F,65%,NE,24mph,32mph,29.93in,0in,Cloudy / Windy
20221002,3:51 AM,62°„F,49°„F,62%,NE,25mph,33mph,29.93in,0in,Cloudy / Windy
20221002,4:51 AM,62°„F,44°„F,52%,NE,29mph,35mph,29.96in,0in,Cloudy / Windy
20221002,5:51 AM,61°„F,45°„F,56%,NE,28mph,35mph,29.95in,0.0in,Cloudy / Windy
20221002,6:51 AM,62°„F,46°„F,56%,NE,29mph,39mph,29.97in,0in,Mostly Cloudy / Windy
20221002,7:51 AM,61°„F,48°„F,62%,NE,30mph,37mph,29.99in,0in,Cloudy / Windy
20221002,8:51 AM,60°„F,49°„F,67%,NE,28mph,40mph,30.01in,0in,Cloudy / Windy
20221002,9:51 AM,59°„F,50°„F,72%,NE,25mph,38mph,30.02in,0.0in,Light Rain / Windy
20221002,10:51 AM,59°„F,49°„F,69%,NE,30mph,36mph,30.04in,0.0in,Cloudy / Windy
20221002,11:51 AM,59°„F,48°„F,67%,NE,23mph,30mph,30.06in,0in,Cloudy / Windy
20221002,12:51 PM,57°„F,48°„F,72%,NE,15mph,28mph,30.08in,0.01in,Light Rain
20221002,1:51 PM,57°„F,47°„F,69%,NE,18mph,26mph,30.09in,0.01in,Light Rain
20221002,2:51 PM,56°„F,46°„F,69%,NE,22mph,29mph,30.1in,0.02in,Cloudy / Windy
20221002,2:58 PM,56°„F,47°„F,72%,NE,18mph,29mph,30.09in,0in,Cloudy
20221002,3:51 PM,54°„F,43°„F,66%,NNE,17mph,28mph,30.09in,0.03in,Light Rain
20221002,4:51 PM,56°„F,39°„F,53%,NNE,21mph,Nonemph,30.1in,0.0in,Cloudy / Windy
20221002,5:51 PM,56°„F,38°„F,51%,NNE,20mph,26mph,30.11in,0in,Cloudy
20221002,6:51 PM,55°„F,34°„F,45%,NNE,22mph,35mph,30.13in,0in,Cloudy / Windy
20221002,7:51 PM,55°„F,33°„F,43%,NNE,20mph,33mph,30.17in,0in,Cloudy
20221002,8:51 PM,54°„F,33°„F,45%,NE,17mph,28mph,30.18in,0.0in,Cloudy
20221002,9:51 PM,53°„F,32°„F,45%,NE,18mph,29mph,30.17in,0.0in,Light Rain
20221002,10:51 PM,54°„F,33°„F,45%,NE,28mph,47mph,30.15in,0.0in,Cloudy / Windy
20221002,11:51 PM,54°„F,34°„F,47%,NE,17mph,33mph,30.18in,0in,Cloudy
20221003,12:51 AM,53°„F,37°„F,55%,NNE,21mph,32mph,30.17in,0.0in,Light Rain / Windy
20221003,1:51 AM,53°„F,33°„F,47%,NNE,18mph,28mph,30.17in,0.0in,Cloudy
20221003,2:51 AM,53°„F,35°„F,50%,NNE,18mph,33mph,30.16in,0.0in,Light Rain
20221003,3:51 AM,51°„F,37°„F,59%,NNE,18mph,30mph,30.14in,0.01in,Light Rain
20221003,4:51 AM,52°„F,39°„F,61%,NE,23mph,35mph,30.16in,0.0in,Light Rain / Windy
20221003,5:51 AM,52°„F,38°„F,59%,NNE,21mph,26mph,30.17in,0.0in,Cloudy / Windy
20221003,6:51 AM,51°„F,37°„F,59%,NNE,21mph,26mph,30.2in,0in,Cloudy / Windy
20221003,7:51 AM,52°„F,37°„F,57%,NNE,21mph,Nonemph,30.18in,0in,Cloudy / Windy
20221003,8:51 AM,52°„F,37°„F,57%,NNE,21mph,29mph,30.2in,0in,Cloudy / Windy
20221003,9:51 AM,52°„F,38°„F,59%,NNE,20mph,26mph,30.23in,0.0in,Cloudy
20221003,10:51 AM,53°„F,39°„F,59%,NNE,24mph,33mph,30.21in,0in,Cloudy / Windy
20221003,11:51 AM,53°„F,39°„F,59%,NE,23mph,33mph,30.21in,0in,Cloudy / Windy
20221003,12:51 PM,52°„F,38°„F,59%,NNE,17mph,29mph,30.2in,0.0in,Light Rain
20221003,1:51 PM,53°„F,39°„F,59%,NE,21mph,25mph,30.22in,0.0in,Cloudy / Windy
20221003,2:51 PM,52°„F,40°„F,63%,NNE,17mph,23mph,30.18in,0.0in,Light Rain
20221003,3:51 PM,53°„F,41°„F,64%,NNE,20mph,25mph,30.17in,0.03in,Light Rain
20221003,4:51 PM,52°„F,41°„F,66%,NNE,18mph,25mph,30.16in,0.03in,Light Rain
20221003,5:51 PM,53°„F,42°„F,66%,NNE,16mph,25mph,30.15in,0.08in,Rain
20221003,6:51 PM,52°„F,43°„F,71%,NNE,15mph,Nonemph,30.16in,0.11in,Rain
20221003,7:51 PM,50°„F,43°„F,77%,NNE,15mph,Nonemph,30.16in,0.04in,Light Rain
20221003,8:51 PM,50°„F,43°„F,77%,NNE,14mph,25mph,30.15in,0.04in,Light Rain
20221003,9:51 PM,50°„F,43°„F,77%,NNE,18mph,25mph,30.14in,0.02in,Light Rain
20221003,10:51 PM,50°„F,42°„F,74%,NNE,18mph,23mph,30.12in,0.03in,Light Rain
20221003,11:51 PM,50°„F,43°„F,77%,NNE,15mph,24mph,30.1in,0.03in,Light Rain
20221004,12:51 AM,49°„F,42°„F,77%,NNE,16mph,22mph,30.08in,0.02in,Rain
20221004,1:51 AM,48°„F,41°„F,77%,N,10mph,Nonemph,30.06in,0.11in,Heavy Rain
20221004,2:36 AM,47°„F,42°„F,83%,N,9mph,Nonemph,30.07in,0.22in,Heavy Rain
20221004,2:51 AM,47°„F,42°„F,83%,N,12mph,Nonemph,30.05in,0.34in,Heavy Rain
20221004,3:42 AM,46°„F,43°„F,89%,N,12mph,Nonemph,30.03in,0.38in,Rain
20221004,3:51 AM,46°„F,42°„F,86%,N,9mph,Nonemph,30.03in,0.39in,Light Rain
20221004,4:44 AM,46°„F,43°„F,89%,N,14mph,Nonemph,30.03in,0.1in,Heavy Rain
20221004,4:51 AM,46°„F,42°„F,86%,N,13mph,Nonemph,30.02in,0.13in,Heavy Rain
20221004,5:45 AM,46°„F,43°„F,87%,N,17mph,Nonemph,30.01in,0.19in,Heavy Rain
20221004,5:51 AM,46°„F,43°„F,89%,N,16mph,Nonemph,30.01in,0.23in,Rain
20221004,6:28 AM,47°„F,43°„F,86%,N,13mph,Nonemph,30.01in,0.1in,Rain
20221004,6:51 AM,47°„F,43°„F,86%,N,13mph,Nonemph,30.01in,0.14in,Light Rain
20221004,7:51 AM,48°„F,44°„F,86%,N,13mph,Nonemph,30.0in,0.01in,Light Rain
20221004,8:30 AM,49°„F,45°„F,86%,N,15mph,21mph,29.99in,0.04in,Rain
20221004,8:51 AM,49°„F,45°„F,86%,NNE,13mph,Nonemph,29.99in,0.05in,Light Rain
20221004,9:14 AM,50°„F,46°„F,86%,NNE,17mph,Nonemph,29.99in,0.0in,Rain
20221004,9:51 AM,50°„F,46°„F,86%,NNE,21mph,28mph,29.99in,0.05in,Light Rain / Windy
20221004,10:51 AM,52°„F,47°„F,83%,NE,20mph,Nonemph,29.98in,0.01in,Cloudy
20221004,11:51 AM,52°„F,48°„F,86%,NE,18mph,29mph,29.96in,0.0in,Light Rain
20221004,11:56 AM,53°„F,48°„F,83%,NNE,18mph,30mph,29.96in,0.0in,Thunder
20221004,12:17 PM,53°„F,48°„F,83%,NNE,17mph,24mph,29.96in,0.0in,Light Rain
20221004,12:47 PM,54°„F,48°„F,82%,NE,18mph,Nonemph,29.95in,0.02in,Light Rain
20221004,12:51 PM,53°„F,48°„F,83%,NNE,17mph,25mph,29.95in,0.03in,Rain
20221004,1:12 PM,54°„F,49°„F,83%,NNE,17mph,28mph,29.94in,0.02in,Light Rain
20221004,1:51 PM,54°„F,49°„F,83%,NE,20mph,Nonemph,29.94in,0.02in,Cloudy
20221004,2:51 PM,55°„F,50°„F,83%,NNE,17mph,25mph,29.91in,0.01in,Light Rain
20221004,3:12 PM,55°„F,50°„F,83%,NNE,16mph,Nonemph,29.91in,0.0in,Light Rain
20221004,3:51 PM,55°„F,50°„F,83%,NE,17mph,25mph,29.9in,0.0in,Light Rain
20221004,4:12 PM,55°„F,50°„F,83%,NE,17mph,26mph,29.9in,0.0in,Light Rain
20221004,4:51 PM,55°„F,51°„F,86%,NNE,17mph,25mph,29.89in,0.0in,Cloudy
20221004,5:51 PM,55°„F,50°„F,83%,NNE,16mph,26mph,29.89in,0in,Cloudy
20221004,6:51 PM,56°„F,50°„F,80%,NNE,23mph,Nonemph,29.89in,0.0in,Cloudy / Windy
20221004,7:51 PM,57°„F,51°„F,81%,NNE,17mph,24mph,29.9in,0in,Cloudy
20221004,8:51 PM,56°„F,51°„F,84%,NNE,16mph,Nonemph,29.9in,0in,Cloudy
20221004,9:51 PM,58°„F,52°„F,81%,NNE,17mph,23mph,29.9in,0in,Cloudy
20221004,10:51 PM,58°„F,52°„F,81%,NNE,14mph,22mph,29.88in,0.01in,Light Rain
20221004,11:51 PM,57°„F,51°„F,81%,NNE,13mph,Nonemph,29.87in,0.0in,Cloudy
20221005,12:29 AM,56°„F,52°„F,87%,N,12mph,Nonemph,29.86in,0.08in,Heavy Rain
20221005,12:32 AM,56°„F,52°„F,87%,N,14mph,Nonemph,29.86in,0.15in,Heavy Rain
20221005,12:42 AM,56°„F,52°„F,87%,NNE,8mph,Nonemph,29.87in,0.25in,Light Rain with Thunder
20221005,12:51 AM,55°„F,52°„F,89%,NNE,13mph,Nonemph,29.87in,0.25in,Light Rain
20221005,1:12 AM,55°„F,52°„F,89%,NNE,12mph,Nonemph,29.87in,0.01in,Light Rain
20221005,1:46 AM,55°„F,52°„F,88%,NNE,12mph,Nonemph,29.86in,0.01in,Light Drizzle
20221005,1:51 AM,56°„F,52°„F,87%,NNE,10mph,Nonemph,29.86in,0.01in,Light Drizzle
20221005,2:51 AM,56°„F,53°„F,90%,NNE,13mph,Nonemph,29.85in,0.0in,Light Drizzle
20221005,3:51 AM,57°„F,53°„F,87%,NNE,13mph,Nonemph,29.85in,0.0in,Light Drizzle
20221005,4:31 AM,56°„F,53°„F,90%,NNE,10mph,Nonemph,29.86in,0.01in,Light Drizzle
20221005,4:51 AM,56°„F,53°„F,90%,N,13mph,Nonemph,29.87in,0.01in,Light Drizzle
20221005,4:54 AM,56°„F,53°„F,90%,N,10mph,Nonemph,29.87in,0.0in,Light Drizzle
20221005,5:02 AM,56°„F,53°„F,90%,N,12mph,Nonemph,29.87in,0.01in,Light Drizzle
20221005,5:20 AM,57°„F,54°„F,89%,NNE,12mph,Nonemph,29.88in,0.04in,Light Drizzle
20221005,5:28 AM,56°„F,54°„F,93%,N,12mph,Nonemph,29.88in,0.08in,Light Drizzle
20221005,5:36 AM,56°„F,54°„F,93%,N,10mph,Nonemph,29.88in,0.24in,Light Drizzle
20221005,5:45 AM,55°„F,54°„F,94%,N,10mph,Nonemph,29.87in,0.28in,Rain
20221005,5:51 AM,56°„F,53°„F,90%,N,13mph,Nonemph,29.88in,0.28in,Light Rain
20221005,5:58 AM,56°„F,53°„F,90%,N,9mph,Nonemph,29.88in,0.0in,Light Rain
20221005,6:32 AM,55°„F,52°„F,89%,N,10mph,Nonemph,29.87in,0.01in,Light Rain
20221005,6:51 AM,55°„F,52°„F,89%,N,12mph,Nonemph,29.88in,0.01in,Cloudy
20221005,7:01 AM,55°„F,52°„F,89%,N,10mph,Nonemph,29.88in,0in,Cloudy
20221005,7:51 AM,56°„F,54°„F,93%,NNE,9mph,Nonemph,29.88in,0.0in,Cloudy
20221005,8:27 AM,57°„F,54°„F,89%,NNE,14mph,Nonemph,29.89in,0.02in,Rain
20221005,8:51 AM,55°„F,52°„F,89%,N,10mph,Nonemph,29.89in,0.07in,Rain
20221005,9:47 AM,55°„F,52°„F,88%,N,10mph,Nonemph,29.91in,0.03in,Light Rain
20221005,9:49 AM,55°„F,52°„F,88%,N,13mph,Nonemph,29.91in,0.04in,Light Rain
20221005,9:51 AM,55°„F,52°„F,89%,N,10mph,Nonemph,29.91in,0.04in,Light Rain
20221005,10:44 AM,56°„F,53°„F,90%,N,12mph,Nonemph,29.91in,0.0in,Fog
20221005,10:51 AM,56°„F,53°„F,90%,N,12mph,Nonemph,29.91in,0.0in,Fog
20221005,10:53 AM,56°„F,53°„F,90%,N,10mph,Nonemph,29.91in,0in,Cloudy
20221005,11:10 AM,57°„F,53°„F,87%,N,13mph,Nonemph,29.9in,0in,Cloudy
20221005,11:47 AM,57°„F,54°„F,88%,N,10mph,Nonemph,29.9in,0in,Cloudy
20221005,11:51 AM,58°„F,54°„F,87%,N,10mph,Nonemph,29.9in,0in,Cloudy
20221005,12:46 PM,59°„F,54°„F,82%,N,13mph,Nonemph,29.89in,0in,Cloudy
20221005,12:51 PM,58°„F,53°„F,84%,N,13mph,Nonemph,29.88in,0in,Cloudy
20221005,1:51 PM,58°„F,53°„F,84%,N,13mph,Nonemph,29.87in,0in,Cloudy
20221005,2:01 PM,58°„F,53°„F,84%,NNW,14mph,Nonemph,29.87in,0in,Cloudy
20221005,2:51 PM,59°„F,53°„F,81%,N,13mph,Nonemph,29.87in,0in,Cloudy
20221005,3:51 PM,58°„F,52°„F,81%,NNW,12mph,Nonemph,29.88in,0.0in,Cloudy
20221005,4:25 PM,57°„F,53°„F,87%,NNW,10mph,Nonemph,29.89in,0.0in,T-Storm
20221005,4:42 PM,57°„F,53°„F,87%,NNW,10mph,Nonemph,29.88in,0.0in,Cloudy
20221005,4:51 PM,58°„F,53°„F,84%,NW,10mph,Nonemph,29.88in,0.0in,Cloudy
20221005,5:13 PM,58°„F,54°„F,87%,NNW,12mph,Nonemph,29.87in,0in,Cloudy
20221005,5:51 PM,58°„F,54°„F,87%,NNW,12mph,Nonemph,29.89in,0.0in,Cloudy
20221005,6:51 PM,59°„F,54°„F,83%,N,9mph,Nonemph,29.9in,0.0in,Light Rain
20221005,7:51 PM,58°„F,53°„F,84%,NNW,12mph,22mph,29.89in,0.0in,Cloudy
20221005,8:42 PM,59°„F,54°„F,83%,N,10mph,Nonemph,29.88in,0.0in,Partly Cloudy
20221005,8:51 PM,59°„F,54°„F,83%,N,12mph,Nonemph,29.88in,0.0in,Mostly Cloudy
20221005,9:51 PM,59°„F,53°„F,81%,E,3mph,Nonemph,29.9in,0in,Fair
20221005,10:51 PM,59°„F,53°„F,81%,N,9mph,Nonemph,29.91in,0in,Mostly Cloudy
20221005,11:29 PM,59°„F,50°„F,72%,NNW,10mph,Nonemph,29.91in,0in,Mostly Cloudy
20221005,11:51 PM,59°„F,50°„F,72%,N,8mph,Nonemph,29.92in,0in,Mostly Cloudy
20221006,12:51 AM,59°„F,50°„F,72%,NNW,9mph,Nonemph,29.9in,0in,Cloudy
